DatePosted,Origin,OriginAirport,Destination,DestinationAirport,RegularPrice,SalePrice,DiscountRate,FlightDate,BookingLink
2019-08-28-11-40,Chicago,MDW,Inverness,INV,1038,498,47.98,"Mon, 16 Dec - Mon, 23 Dec",https://www.google.com/flights#flt=MDW./m/012d9h.2019-12-16*/m/012d9h.MDW.2019-12-23;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-40,Chicago,MDW,Kahului,OGG,807,557,69.02,"Mon, 9 Dec - Tue, 17 Dec",https://www.google.com/flights#flt=MDW./m/0s0gz.2019-12-09*/m/0s0gz.MDW.2019-12-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-40,Chicago,MDW,Venice,VCE,948,634,66.88,"Mon, 21 Oct - Wed, 30 Oct",https://www.google.com/flights#flt=MDW./m/07_pf.2019-10-21*/m/07_pf.MDW.2019-10-30;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-40,Chicago,MDW,Manchester,MAN,976,545,55.84,"Mon, 30 Dec - Wed, 8 Jan",https://www.google.com/flights#flt=MDW./m/052bw.2019-12-30*/m/052bw.MDW.2020-01-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-41,Chicago,MDW,Prague,PRG,1225,534,43.59,"Sun, 29 Sep - Tue, 8 Oct",https://www.google.com/flights#flt=MDW./m/05ywg.2019-09-29*/m/05ywg.MDW.2019-10-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-41,Chicago,MDW,Ibiza,IBZ,1130,607,53.72,"Sun, 15 Dec - Tue, 24 Dec",https://www.google.com/flights#flt=MDW./m/021n7_.2019-12-15*/m/021n7_.MDW.2019-12-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-41,Chicago,MDW,Málaga,AGP,761,481,63.21,"Sun, 24 Nov - Mon, 2 Dec",https://www.google.com/flights#flt=MDW./m/01978d.2019-11-24*/m/01978d.MDW.2019-12-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-41,Columbus,CMH,Paris,CDG,1197,541,45.20,"Mon, 9 Dec - Tue, 17 Dec",https://www.google.com/flights#flt=CMH./m/05qtj.2019-12-09*/m/05qtj.CMH.2019-12-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-42,Columbus,CMH,Amsterdam,AMS,992,596,60.08,"Fri, 8 Nov - Sun, 17 Nov",https://www.google.com/flights#flt=CMH./m/0k3p.2019-11-08*/m/0k3p.CMH.2019-11-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-42,Columbus,CMH,Venice,VCE,1192,561,47.06,"Thu, 24 Oct - Thu, 31 Oct",https://www.google.com/flights#flt=CMH./m/07_pf.2019-10-24*/m/07_pf.CMH.2019-10-31;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-42,Columbus,CMH,Milan,MXP,1269,549,43.26,"Fri, 6 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=CMH./m/0947l.2019-12-06*/m/0947l.CMH.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-42,Columbus,CMH,Madrid,MAD,1031,606,58.78,"Mon, 18 Nov - Mon, 25 Nov",https://www.google.com/flights#flt=CMH./m/056_y.2019-11-18*/m/056_y.CMH.2019-11-25;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-43,Columbus,CMH,Prague,PRG,1211,633,52.27,"Fri, 25 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=CMH./m/05ywg.2019-10-25*/m/05ywg.CMH.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-43,Columbus,CMH,Naples,NAP,1218,643,52.79,"Fri, 29 Nov - Fri, 6 Dec",https://www.google.com/flights#flt=CMH./m/0fhsz.2019-11-29*/m/0fhsz.CMH.2019-12-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-43,Columbus,CMH,Nice,NCE,1165,602,51.67,"Fri, 25 Oct - Sun, 3 Nov",https://www.google.com/flights#flt=CMH./m/0cp6w.2019-10-25*/m/0cp6w.CMH.2019-11-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-44,Columbus,CMH,Oslo,OSL,996,640,64.26,"Fri, 29 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=CMH./m/05l64.2019-11-29*/m/05l64.CMH.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-44,Detroit,DTW,Rome,FCO,853,509,59.67,"Mon, 25 Nov - Tue, 3 Dec",https://www.google.com/flights#flt=DTW./m/06c62.2019-11-25*/m/06c62.DTW.2019-12-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-44,Detroit,DTW,Venice,VCE,1015,569,56.06,"Thu, 24 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=DTW./m/07_pf.2019-10-24*/m/07_pf.DTW.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-44,Detroit,DTW,Munich,MUC,767,536,69.88,"Thu, 23 Jan - Wed, 29 Jan",https://www.google.com/flights#flt=DTW./m/02h6_6p.2020-01-23*/m/02h6_6p.DTW.2020-01-29;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-45,Detroit,DTW,Florence,FLR,1110,578,52.07,"Mon, 4 Nov - Mon, 11 Nov",https://www.google.com/flights#flt=DTW./m/031y2.2019-11-04*/m/031y2.DTW.2019-11-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-45,Detroit,DTW,Amman,AMM,941,540,57.39,"Mon, 9 Sep - Mon, 16 Sep",https://www.google.com/flights#flt=DTW./m/0c7zf.2019-09-09*/m/0c7zf.DTW.2019-09-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-45,Detroit,DTW,Prague,PRG,1065,585,54.93,"Thu, 24 Oct - Wed, 30 Oct",https://www.google.com/flights#flt=DTW./m/05ywg.2019-10-24*/m/05ywg.DTW.2019-10-30;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-45,Detroit,DTW,Naples,NAP,1044,578,55.36,"Mon, 25 Nov - Mon, 2 Dec",https://www.google.com/flights#flt=DTW./m/0fhsz.2019-11-25*/m/0fhsz.DTW.2019-12-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-46,Detroit,DTW,Nice,NCE,1038,571,55.01,"Thu, 24 Oct - Sat, 2 Nov",https://www.google.com/flights#flt=DTW./m/0cp6w.2019-10-24*/m/0cp6w.DTW.2019-11-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-46,Detroit,DTW,Oslo,OSL,942,608,64.54,"Sat, 30 Nov - Fri, 6 Dec",https://www.google.com/flights#flt=DTW./m/05l64.2019-11-30*/m/05l64.DTW.2019-12-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-46,Detroit,DTW,Bucharest,OTP,1192,596,50.00,"Mon, 9 Dec - Sun, 15 Dec",https://www.google.com/flights#flt=DTW./m/096gm.2019-12-09*/m/096gm.DTW.2019-12-15;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-46,Detroit,DTW,Porto,OPO,1013,588,58.05,"Sat, 9 Nov - Sun, 17 Nov",https://www.google.com/flights#flt=DTW./m/0pmn7.2019-11-09*/m/0pmn7.DTW.2019-11-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-47,Detroit,DTW,Catania,CTA,1642,621,37.82,"Thu, 5 Dec - Wed, 11 Dec",https://www.google.com/flights#flt=DTW./m/0c630.2019-12-05*/m/0c630.DTW.2019-12-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-47,Detroit,DTW,Lyon,LYS,968,589,60.85,"Sat, 26 Oct - Sat, 2 Nov",https://www.google.com/flights#flt=DTW./m/0dprg.2019-10-26*/m/0dprg.DTW.2019-11-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-47,Detroit,DTW,Bologna,BLQ,1434,576,40.17,"Sun, 1 Dec - Sat, 7 Dec",https://www.google.com/flights#flt=DTW./m/096g3.2019-12-01*/m/096g3.DTW.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-47,Houston,IAH,Bangkok,BKK,860,557,64.77,"Mon, 27 Jan - Tue, 4 Feb",https://www.google.com/flights#flt=IAH./m/0fn2g.2020-01-27*/m/0fn2g.IAH.2020-02-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-48,Houston,IAH,Zürich,ZRH,1182,635,53.72,"Mon, 9 Dec - Wed, 18 Dec",https://www.google.com/flights#flt=IAH./m/08966.2019-12-09*/m/08966.IAH.2019-12-18;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-48,Houston,IAH,Phuket,HKT,1155,590,51.08,"Sat, 25 Jan - Mon, 3 Feb",https://www.google.com/flights#flt=IAH./m/0f_r1_.2020-01-25*/m/0f_r1_.IAH.2020-02-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-48,Houston,IAH,Oslo,OSL,1043,591,56.66,"Sun, 15 Sep - Tue, 24 Sep",https://www.google.com/flights#flt=IAH./m/05l64.2019-09-15*/m/05l64.IAH.2019-09-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-48,Miami,MIA,Barcelona,BCN,584,334,57.19,"Mon, 21 Oct - Wed, 30 Oct",https://www.google.com/flights#flt=MIA./m/01f62.2019-10-21*/m/01f62.MIA.2019-10-30;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-49,Miami,MIA,Lisbon,LIS,890,520,58.43,"Mon, 9 Dec - Tue, 17 Dec",https://www.google.com/flights#flt=MIA./m/04llb.2019-12-09*/m/04llb.MIA.2019-12-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-49,Miami,MIA,Reykjavík,KEF,980,534,54.49,"Mon, 25 Nov - Tue, 3 Dec",https://www.google.com/flights#flt=MIA./m/06flg.2019-11-25*/m/06flg.MIA.2019-12-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-49,Miami,MIA,Frankfurt,FRA,702,478,68.09,"Thu, 28 Nov - Thu, 5 Dec",https://www.google.com/flights#flt=MIA./m/02z0j.2019-11-28*/m/02z0j.MIA.2019-12-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-49,Miami,MIA,Berlin,TXL,698,466,66.76,"Fri, 29 Nov - Thu, 5 Dec",https://www.google.com/flights#flt=MIA./m/0156q.2019-11-29*/m/0156q.MIA.2019-12-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-50,Miami,MIA,Prague,PRG,661,431,65.20,"Sun, 13 Oct - Tue, 22 Oct",https://www.google.com/flights#flt=MIA./m/05ywg.2019-10-13*/m/05ywg.MIA.2019-10-22;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-50,Miami,MIA,Copenhagen,CPH,554,388,70.04,"Fri, 29 Nov - Thu, 5 Dec",https://www.google.com/flights#flt=MIA./m/01lfy.2019-11-29*/m/01lfy.MIA.2019-12-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-50,Miami,MIA,Budapest,BUD,695,423,60.86,"Sun, 6 Oct - Mon, 14 Oct",https://www.google.com/flights#flt=MIA./m/095w_.2019-10-06*/m/095w_.MIA.2019-10-14;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-50,Miami,MIA,Nice,NCE,776,483,62.24,"Fri, 27 Sep - Sat, 5 Oct",https://www.google.com/flights#flt=MIA./m/0cp6w.2019-09-27*/m/0cp6w.MIA.2019-10-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-51,Miami,MIA,Naples,NCE,694,476,68.59,"Fri, 27 Sep - Sat, 5 Oct",https://www.google.com/flights#flt=MIA./m/0cp6w.2019-09-27*/m/0cp6w.MIA.2019-10-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-51,Miami,MIA,Stockholm,NAP,547,381,69.65,"Fri, 25 Oct - Sun, 3 Nov",https://www.google.com/flights#flt=MIA./m/0fhsz.2019-10-25*/m/0fhsz.MIA.2019-11-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-51,Miami,MIA,Warsaw,ARN,769,431,56.05,"Mon, 18 Nov - Tue, 26 Nov",https://www.google.com/flights#flt=MIA./m/06mxs.2019-11-18*/m/06mxs.MIA.2019-11-26;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-51,Miami,MIA,Split,WAW,1115,617,55.34,"Sun, 13 Oct - Tue, 22 Oct",https://www.google.com/flights#flt=MIA./m/081m_.2019-10-13*/m/081m_.MIA.2019-10-22;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-52,Miami,MIA,Pisa,SPU,808,524,64.85,"Thu, 3 Oct - Wed, 9 Oct",https://www.google.com/flights#flt=MIA./m/01g_k3.2019-10-03*/m/01g_k3.MIA.2019-10-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-52,Miami,MIA,Bologna,PSA,972,604,62.14,"Mon, 25 Nov - Tue, 3 Dec",https://www.google.com/flights#flt=MIA./m/064xp.2019-11-25*/m/064xp.MIA.2019-12-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-52,Miami,MIA,Bucharest,BLQ,655,419,63.97,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MIA./m/096g3.2019-12-02*/m/096g3.MIA.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-52,Newark,EWR,Rome,FCO,679,265,39.03,"Thu, 5 Dec - Sat, 14 Dec",https://www.google.com/flights#flt=EWR./m/06c62.2019-12-05*/m/06c62.EWR.2019-12-14;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-53,Newark,EWR,London,LHR,676,339,50.15,"Mon, 2 Dec - Tue, 10 Dec",https://www.google.com/flights#flt=EWR./m/04jpl.2019-12-02*/m/04jpl.EWR.2019-12-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-53,Newark,EWR,Barcelona,BCN,457,243,53.17,"Sat, 30 Nov - Sun, 8 Dec",https://www.google.com/flights#flt=EWR./m/01f62.2019-11-30*/m/01f62.EWR.2019-12-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-53,Newark,EWR,Athens,ATH,891,392,44.00,"Thu, 5 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=EWR./m/0n2z.2019-12-05*/m/0n2z.EWR.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-53,Newark,EWR,Berlin,TXL,850,366,43.06,"Sat, 7 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=EWR./m/0156q.2019-12-07*/m/0156q.EWR.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-54,Newark,EWR,Madrid,MAD,481,271,56.34,"Sat, 9 Nov - Sat, 16 Nov",https://www.google.com/flights#flt=EWR./m/056_y.2019-11-09*/m/056_y.EWR.2019-11-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-54,Newark,EWR,Bangkok,BKK,912,521,57.13,"Mon, 20 Jan - Mon, 27 Jan",https://www.google.com/flights#flt=EWR./m/0fn2g.2020-01-20*/m/0fn2g.EWR.2020-01-27;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-54,Newark,EWR,Beijing,PEK,1254,550,43.86,"Sat, 7 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=EWR./m/01914.2019-12-07*/m/01914.EWR.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-54,Newark,EWR,Munich,MUC,550,371,67.45,"Sun, 19 Jan - Sat, 25 Jan",https://www.google.com/flights#flt=EWR./m/02h6_6p.2020-01-19*/m/02h6_6p.EWR.2020-01-25;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-55,Newark,EWR,Venice,VCE,771,492,63.81,"Fri, 25 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=EWR./m/07_pf.2019-10-25*/m/07_pf.EWR.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-55,Newark,EWR,Porto,OPO,752,487,64.76,"Thu, 17 Oct - Thu, 24 Oct",https://www.google.com/flights#flt=EWR./m/0pmn7.2019-10-17*/m/0pmn7.EWR.2019-10-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-55,Newark,EWR,Shanghai,PVG,838,550,65.63,"Thu, 23 Jan - Sat, 1 Feb",https://www.google.com/flights#flt=EWR./m/06wjf.2020-01-23*/m/06wjf.EWR.2020-02-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-55,Newark,EWR,Vienna,VIE,797,486,60.98,"Thu, 24 Oct - Sat, 2 Nov",https://www.google.com/flights#flt=EWR./m/0fhp9.2019-10-24*/m/0fhp9.EWR.2019-11-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-56,Newark,EWR,Nice,NCE,683,375,54.90,"Sat, 9 Nov - Sun, 17 Nov",https://www.google.com/flights#flt=EWR./m/0cp6w.2019-11-09*/m/0cp6w.EWR.2019-11-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-56,Newark,EWR,Malta,MLA,949,367,38.67,"Thu, 5 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=EWR./m/04v3q.2019-12-05*/m/04v3q.EWR.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-56,Newark,EWR,Kuala Lumpur,KUL,808,504,62.38,"Mon, 2 Sep - Wed, 11 Sep",https://www.google.com/flights#flt=EWR./m/049d1.2019-09-02*/m/049d1.EWR.2019-09-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-56,Newark,EWR,Phuket,HKT,1053,621,58.97,"Mon, 27 Jan - Mon, 3 Feb",https://www.google.com/flights#flt=EWR./m/0f_r1_.2020-01-27*/m/0f_r1_.EWR.2020-02-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-57,Newark,EWR,Kraków,KRK,801,390,48.69,"Sat, 9 Nov - Fri, 15 Nov",https://www.google.com/flights#flt=EWR./m/0491y.2019-11-09*/m/0491y.EWR.2019-11-15;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-57,Newark,EWR,Split,SPU,856,541,63.20,"Sun, 20 Oct - Mon, 28 Oct",https://www.google.com/flights#flt=EWR./m/01g_k3.2019-10-20*/m/01g_k3.EWR.2019-10-28;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-57,Newark,EWR,Manchester,MAN,707,374,52.90,"Fri, 6 Dec - Sat, 14 Dec",https://www.google.com/flights#flt=EWR./m/052bw.2019-12-06*/m/052bw.EWR.2019-12-14;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-57,Newark,EWR,Warsaw,WAW,569,398,69.95,"Mon, 20 Jan - Wed, 29 Jan",https://www.google.com/flights#flt=EWR./m/081m_.2020-01-20*/m/081m_.EWR.2020-01-29;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-57,Newark,EWR,Düsseldorf,DUS,890,372,41.80,"Sat, 7 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=EWR./m/0hf7l.2019-12-07*/m/0hf7l.EWR.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-58,Phoenix,PHX,Paris,CDG,938,539,57.46,"Mon, 21 Oct - Mon, 28 Oct",https://www.google.com/flights#flt=PHX./m/05qtj.2019-10-21*/m/05qtj.PHX.2019-10-28;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-58,Phoenix,PHX,Barcelona,BCN,1075,473,44.00,"Sat, 28 Sep - Mon, 7 Oct",https://www.google.com/flights#flt=PHX./m/01f62.2019-09-28*/m/01f62.PHX.2019-10-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-11-58,Phoenix,PHX,Madrid,MAD,1090,469,43.03,"Fri, 27 Sep - Fri, 4 Oct",https://www.google.com/flights#flt=PHX./m/056_y.2019-09-27*/m/056_y.PHX.2019-10-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-01,Phoenix,PHX,Frankfurt,FRA,1125,644,57.24,"Mon, 14 Oct - Mon, 21 Oct",https://www.google.com/flights#flt=PHX./m/02z0j.2019-10-14*/m/02z0j.PHX.2019-10-21;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-01,Phoenix,PHX,Nice,NCE,1070,483,45.14,"Fri, 27 Sep - Sat, 5 Oct",https://www.google.com/flights#flt=PHX./m/0cp6w.2019-09-27*/m/0cp6w.PHX.2019-10-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-02,Phoenix,PHX,Hilo,ITO,638,411,64.42,"Thu, 31 Oct - Sat, 9 Nov",https://www.google.com/flights#flt=PHX./m/0r_ch.2019-10-31*/m/0r_ch.PHX.2019-11-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-02,Phoenix,PHX,Helsinki,HEL,968,447,46.18,"Sat, 28 Sep - Sun, 6 Oct",https://www.google.com/flights#flt=PHX./m/03khn.2019-09-28*/m/03khn.PHX.2019-10-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-02,Phoenix,PHX,Málaga,AGP,1033,645,62.44,"Sun, 10 Nov - Sun, 17 Nov",https://www.google.com/flights#flt=PHX./m/01978d.2019-11-10*/m/01978d.PHX.2019-11-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-02,Phoenix,PHX,Kraków,KRK,1264,606,47.94,"Mon, 4 Nov - Mon, 11 Nov",https://www.google.com/flights#flt=PHX./m/0491y.2019-11-04*/m/0491y.PHX.2019-11-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-03,Phoenix,PHX,Palma,PMI,1037,590,56.89,"Thu, 26 Sep - Thu, 3 Oct",https://www.google.com/flights#flt=PHX./m/0jwz5.2019-09-26*/m/0jwz5.PHX.2019-10-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-12-07,San Diego,SAN,Paris,,929,579,62.33,,
2019-08-28-12-07,San Diego,SAN,Frankfurt,FRA,957,610,63.74,"Mon, 4 Nov - Wed, 13 Nov",https://www.google.com/flights#flt=SAN./m/02z0j.2019-11-04*/m/02z0j.SAN.2019-11-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
